Participant,Channel,Hardware Channel,Metric,Mean,Std,Day,SkinTone,Speed,Depth,Experiment,Mean PI,Std PI
Medium_Slow_2.5mm,Unpolarized_B_Red,C8,PI,-226.97357185247276,46.200910677088736,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Unpolarized_B_IR,C10,PI,-211.34677871302895,21.367011157559972,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Co-Polarized_Green,C13,PI,-199.8987339681878,34.073012206771544,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Co-Polarized_Red,C12,PI,-205.08731533226535,53.747297188063435,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Co-Polarized_IR,C15,PI,-201.55992460062737,34.72875529788581,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Cross-Polarized_Green,C19,PI,-215.63777826833405,55.824703516124195,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Cross-Polarized_Red,C18,PI,-232.34924242555073,49.17244165909978,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Cross-Polarized_IR,C21,PI,-206.6213416340478,34.029134103634185,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_5mm,Unpolarized_A_Green,C5,PI,-204.4957371695647,52.15986223828858,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Unpolarized_A_Red,C2,PI,-244.62386982884192,86.19291193447845,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Unpolarized_A_IR,C4,PI,-226.39400543304708,75.1792860735153,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Unpolarized_B_Green,C11,PI,,,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Unpolarized_B_Red,C8,PI,-224.75176446831316,0.0,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Unpolarized_B_IR,C10,PI,-228.9069191531768,13.184050626469045,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Co-Polarized_Green,C13,PI,-126.32131942824915,394.0039530163655,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Co-Polarized_Red,C12,PI,-243.9382790560424,56.62207747459593,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Co-Polarized_IR,C15,PI,-207.52868728434012,120.55205550584796,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Cross-Polarized_Green,C19,PI,-190.86408759833185,7.494599360041531,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Cross-Polarized_Red,C18,PI,-257.16742801137207,63.214167766421625,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_5mm,Cross-Polarized_IR,C21,PI,-217.96082961686335,32.57345959705714,Day_2,Medium,Slow,5mm,Experiment_2,,
Medium_Slow_3.75mm,Unpolarized_A_Green,C5,PI,-204.99779392307624,62.62370244621528,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Unpolarized_A_Red,C2,PI,-216.30532052595925,62.085816997213534,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Unpolarized_A_IR,C4,PI,-204.63447276688015,108.22156858372902,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Unpolarized_B_Green,C11,PI,,,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Unpolarized_B_Red,C8,PI,-262.2679037070238,0.0,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Unpolarized_B_IR,C10,PI,,,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Co-Polarized_Green,C13,PI,-151.51624962599556,54.86125623974443,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Co-Polarized_Red,C12,PI,-227.36929438061748,65.47094417762162,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Co-Polarized_IR,C15,PI,-237.62008772651137,49.348784727563384,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Cross-Polarized_Green,C19,PI,-184.77138669545863,45.612453881887554,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Cross-Polarized_Red,C18,PI,-276.521186966403,1.8002008697607437,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Slow_3.75mm,Cross-Polarized_IR,C21,PI,-235.55428443329595,0.0,Day_2,Medium,Slow,3.75mm,Experiment_2,,
Medium_Intermediate_5mm,Unpolarized_A_Green,C5,PI,-188.301589271822,41.21560993815514,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Unpolarized_A_Red,C2,PI,-253.70820351021027,51.18242877156527,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Unpolarized_A_IR,C4,PI,-197.50774839906785,19.969120865687252,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Unpolarized_B_Green,C11,PI,,,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Unpolarized_B_Red,C8,PI,,,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Unpolarized_B_IR,C10,PI,-204.7632334614009,31.332989914872535,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Co-Polarized_Green,C13,PI,-198.31878685541616,48.90599575378418,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Co-Polarized_Red,C12,PI,-205.46140023353752,47.129842277331,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Co-Polarized_IR,C15,PI,-199.7983512937965,41.297864529402275,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Cross-Polarized_Green,C19,PI,-226.9977254548558,0.0,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Cross-Polarized_Red,C18,PI,-260.5999259670904,80.53959667224296,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Intermediate_5mm,Cross-Polarized_IR,C21,PI,-218.3244828492243,14.515130860093851,Day_2,Medium,Intermediate,5mm,Experiment_2,,
Medium_Fast_5mm,Unpolarized_A_Green,C5,PI,-242.88696135530517,6.275456766123725,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Unpolarized_A_Red,C2,PI,-218.3304391855392,14.265162971244585,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Unpolarized_A_IR,C4,PI,,,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Unpolarized_B_Green,C11,PI,-243.95081570684175,0.0,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Unpolarized_B_Red,C8,PI,,,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Unpolarized_B_IR,C10,PI,,,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Co-Polarized_Green,C13,PI,-191.07384813470713,33.11251716933047,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Co-Polarized_Red,C12,PI,-226.97489937090904,30.361825250027806,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Co-Polarized_IR,C15,PI,-248.36837870092563,45.158365588413794,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Cross-Polarized_Green,C19,PI,,,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Cross-Polarized_Red,C18,PI,-252.44406406719338,61.35307992362425,Day_2,Medium,Fast,5mm,Experiment_2,,
Medium_Fast_5mm,Cross-Polarized_IR,C21,PI,,,Day_2,Medium,Fast,5mm,Experiment_2,,
